code_uic,cp,a2021,a2020,2019,a2018,a2017,a2016,a2015
87726422,42450,20619,13371,21113,18364,20035,17312,21352
87574236,41500,53,49,170,61,62,183,63
87444695,61500,59540,41849,77199,77622,89164,85925,92300
87761163,26600,491601,419071,631755,561078,587975,550825,564523
87141598,54116,6,2,9,150,425,397,391
87615674,81190,2846,2586,2590,1752,1695,1536,1418
87671008,65000,608362,412383,529157,502591,632185,595926,637206
87286625,59242,602686,564941,923317,844721,813044,729358,705554
87743757,1970,29582,21893,29469,34144,34113,30560,32579
87193342,57114,3458,1869,1608,1648,1846,1642,1778
87272054,77230,33262,13628,25362,22740,25483,22954,20529
87191007,57100,2468316,2000766,3035898,2872787,3080277,2885110,2828165
87595124,24800,122665,94638,136739,125027,151820,147269,144507
87316125,80110,12819,10762,14525,12411,13471,15907,18617
87718114,25320,3324,3100,2743,2086,1492,2373,2288
87755009,83000,5165806,3555450,5166915,4977632,5806743,5402434,5371539
87756817,6440,2339,2130,3107,2585,3027,2368,2019
87393835,78190,3020129,2197802,4133446,4193129,4291263,4324488,4341910
87586446,47140,0,746,850,585,1057,501,316
87191130,57270,464471,338328,504289,423304,405603,330316,237858
87611863,82400,63793,49269,60291,53380,60396,64647,70260
87576215,36600,25675,15310,17372,17864,18854,19882,19380
87192476,54121,8806,6261,8932,6514,6031,6315,7460
87141101,54110,353705,289893,378727,365340,365778,318914,317417
87611327,9120,37204,22937,44325,33531,43364,45531,50304
87382267,92420,1581017,937830,1785206,1752992,1731887,1676989,1601731
87592451,87140,0,0,229,150,23,38,115
87381814,78740,359744,154770,286181,317047,353446,385904,371139
87611392,31810,195004,163228,217771,198958,245615,236890,235599
87775114,30310,394562,255064,304936,272755,309295,276713,266238
87683664,89270,5933,4665,6541,5255,4919,4151,4579
87116079,77390,494717,273994,667781,658852,656054,638495,621339
87297119,2000,5281,3813,3396,4330,4334,3070,5774
87713081,21540,21178,19592,19996,20264,24614,23721,25966
87393009,78000,15922909,12376593,22909416,23336771,23974181,24132107,24191310
87734186,63270,247917,227210,290554,246102,269698,256770,270885
87645440,15800,10643,6865,9244,10451,11805,11997,12489
87732008,3200,1238050,979404,1540981,1404607,1523682,1433755,1489233
87755421,83550,13759,6576,12161,6847,6246,7931,9173
87615492,81570,19473,16881,21524,18237,20724,21009,24362
87784686,66820,288598,181304,172788,166458,186293,184903,187267
87615013,31290,282489,230499,282591,220386,278190,276094,274888
87681825,94190,14720746,9348272,17889110,18167340,18338319,18187384,18012745
87386649,78670,781301,285276,541158,587565,639197,682829,726073
87271734,2600,401953,316350,463625,441821,490172,487205,520736
87276378,60870,68217,53101,74251,64875,72088,72176,76135
87276220,95400,2587211,3904492,12001779,12130982,12269112,12184681,12047909
87683631,89290,3358,2504,4584,3004,4222,2495,2922
87144063,88450,29570,16652,17932,17225,19685,21937,26350
87393215,78220,3373069,2634272,5633570,5330072,5067446,4726246,4389157
87342113,62490,66628,61341,91824,93824,95886,95222,97110
87575290,86370,30717,24729,34012,33548,37480,37010,43995
87641423,63530,9144,6737,8791,7619,9864,9518,8183
87184531,25420,11771,10356,12042,10194,11013,8987,10910
87143024,52310,1190,1555,3326,4557,6653,8549,7554
87682443,77870,93951,33356,52885,54449,55824,56647,57163
87181065,68130,3868,3444,6940,5902,6420,6135,6043
87191098,57433,6243,4923,7365,6985,5583,3260,6588
87182618,68470,37173,30909,43828,39150,42020,41751,44627
87182378,68230,40428,36875,40307,36849,41448,38444,38570
87212175,67270,38081,30311,39515,39001,33171,32877,34845
87213744,67290,147471,113613,152314,160501,163474,162486,164203
87317511,80520,846,1106,4995,7732,11946,13623,14320
87193649,57115,12777,17810,15244,14705,17152,17306,16874
87756387,6360,120480,93545,196646,151538,154753,124771,118944
87396564,72220,65229,48377,114164,136641,140804,135482,136556
87276394,95440,1582811,762769,1881227,1943954,1983810,1939326,1886129
87144436,88510,27531,22178,36583,25630,25110,23985,27749
87116046,77340,3748002,2496908,4748348,4801461,4898268,4892074,4864507
87575357,86510,1428,770,740,609,590,773,1149
87394114,28230,1569715,1306905,1816714,1740343,1820802,1826138,1892494
87144006,88000,1269375,1011386,1396339,1267087,1381686,1351856,1429632
87175794,55400,96619,88396,88957,68545,71927,68243,74519
87683201,89510,5224,4663,7273,4868,6285,6936,7684
87144642,88480,43525,35050,55177,53701,58476,54882,57310
87481614,44170,27466,22773,38473,38027,35637,33021,35989
87757559,83530,25094,15390,22284,15093,14154,19240,19121
87734129,63260,55143,50677,75954,70745,77218,78088,75873
87775858,30220,8201,5683,6146,5311,4822,3546,3917
87741769,73210,75201,89504,132281,130333,132998,131663,126554
87741132,73100,1653308,1236162,1893845,1609468,1713011,1619647,1624127
87592667,87700,11887,8611,10016,5734,8524,8301,8442
87615005,81000,489089,358781,519537,460184,541024,490814,516090
87613398,82350,19376,11378,11386,8780,11579,9415,10586
87182238,68130,266043,231239,343273,323134,330353,305148,302676
87172262,8300,48289,38365,52065,48163,47918,37854,40539
87296566,2320,76946,59518,87841,75945,83874,80983,87381
87286146,59280,838985,766939,992292,952158,1033285,1021043,1014340
87386730,78410,1266548,988132,1900062,1801226,1723706,1612926,1502962
87191684,54580,1694,1568,2608,1839,2186,3420,4747
87194357,54560,5934,4600,6265,4803,6641,7155,10122
87295600,59620,639292,563985,776408,747296,767801,725763,756182
87726760,43110,49788,35557,69598,64270,51339,63844,70722
87694570,71400,64134,60025,61002,63796,63847,64509,74269
87683573,89000,409570,340387,560740,471139,534816,480027,523567
87381038,75016,645324,634456,1229815,1217132,1211248,1181387,1146187
87616011,31290,19623,15673,20463,17746,26703,26652,28211
87313296,60130,3941,3772,5073,6801,6887,6980,7219
87271460,93290,3460437,2177954,7971396,7590098,7199779,6690263,6226179
87684191,77167,28521,13759,29663,57849,114246,223786,439600
87141531,54550,6,2,60,7,563,2676,3102
87681437,91610,437411,261589,485406,498440,515230,521401,525543
87111864,48000,0,16,12,6,2,5,3
87755223,83150,305114,231764,342017,320339,358802,332227,322741
87784298,66650,77197,50479,74781,64538,80181,71187,73499
87726778,43120,72874,55120,102476,82163,65736,91221,98801
87184200,90350,6392,3614,6821,5387,6267,5992,6166
87481770,44740,18989,11761,15922,12216,11675,9851,8915
87345280,59221,101838,133130,232472,219799,225098,217562,216372
87444067,14400,395120,328630,602873,515547,576350,557947,585052
87141218,54290,159316,133612,174983,163956,176138,175642,182594
87171462,51110,267616,216673,217529,206456,232532,224561,216728
87756379,6310,496104,412145,725090,627124,676721,576607,565969
87713545,21200,834917,745563,1026031,958452,1073924,992018,1068638
87313510,60000,1478235,1176522,1580472,1546286,1669545,1642329,1603300
87775809,30640,12738,4826,916,299,585,800,552
87745000,1200,1322317,912049,1536074,1354677,1590621,1598883,1669418
87721357,69220,772213,628112,985368,876535,895044,857337,884345
87783670,48170,253,311,264,290,609,549,201
87444299,27300,451551,378426,536302,502472,543996,523090,544110
87345553,59980,2338,4525,8199,7001,5685,5869,6637
87471045,35830,60428,48846,69479,57640,60526,54956,59721
87343160,59192,1588,913,2320,1776,2968,2329,3170
87393363,78650,151643,86727,192598,188216,184586,177372,169429
87691949,64400,3220,2525,7401,4020,5771,3829,0
87576306,18190,112,79,358,1061,1996,1920,2098
87212308,67800,41226,32597,52507,46267,45637,47310,43357
87682203,77590,927606,553575,1169555,1208919,1249808,1268641,1287788
87113407,93140,4210342,7412905,12574385,12799616,13024968,13017323,12955985
87746339,74130,309320,244939,306078,287469,296238,248596,245051
87491019,17430,9594,5494,8135,6178,7084,7378,9671
87382440,78170,703957,436970,876847,869907,869754,851846,811830
87725473,24750,4401,53,0,0,0,0,0
87481242,44580,16403,11428,18222,14560,15541,14164,11131
87393603,27580,0,0,0,0,82,469,385
87481176,44190,21080,11096,13195,14045,18605,16363,17921
87193177,57320,15501,12232,19477,23612,28274,27628,30252
87726471,42130,20030,16541,25451,11921,13859,22402,31040
87734244,63570,107615,94671,127959,119212,139399,135624,143126
87611822,31490,209987,185053,218747,238862,284092,299643,332245
87487249,79300,21044,16133,23722,23188,26896,25548,28442
87594762,46130,12182,9375,15092,14024,16366,18328,21919
87313247,60120,35539,30912,41007,36295,36651,36570,39090
87394270,61110,25848,21239,22932,20615,20934,24073,26475
87444042,14740,23882,21779,26421,19515,22059,20034,19555
87592063,87400,120,64,98,65,251,163,72
87473074,22250,39722,28626,36462,31064,24009,20214,21995
87345439,59151,1600,1376,3148,3269,3335,3496,4370
87276451,95820,110345,52202,112059,122599,111374,108183,102976
87473827,22140,3841,5021,4787,2925,1748,2270,2903
87545194,91220,5104301,3240166,6654818,6622680,6638324,6515476,6360502
87681510,91720,42004,34449,60666,64001,68182,70957,74127
87597708,23150,1187,628,551,764,1223,1022,1417
87592741,87230,16465,12295,17746,15815,19077,21535,19921
87581801,33130,33584,24877,34296,27100,24941,18524,22853
87382002,92400,8732029,4409499,10269355,10508412,10854104,11036425,11668320
87673285,40230,16852,11675,13991,9254,8096,8446,7184
87192302,57670,8422,7919,11223,9158,8829,7830,7232
87582684,33140,34033,22884,43876,41353,42938,38884,41806
87317321,62132,1110,1764,3196,2945,3274,5727,6298
87281071,62185,621322,519605,967139,893042,934087,882914,873346
87757617,6150,168811,130504,265590,272091,436793,244093,239710
87671156,65130,4907,3388,3638,3673,6742,7984,8146
87473504,29270,43661,29538,34270,44750,59810,60746,65011
87473561,22160,4297,2633,2557,3410,3273,3558,2918
87753566,13620,69581,51199,100795,92164,104888,97524,109881
87208553,69260,13453,9241,21010,17487,21500,18331,20468
87141572,54109,2490,1425,669,3344,3022,3394,4802
87696492,58340,21102,15351,28653,26574,33395,33532,34819
87182410,68700,455343,439083,501097,466113,489727,495959,524242
87276063,95120,1034580,1248094,2994643,3036288,3047339,3026905,2993023
87743302,1250,3769,3169,6762,4123,4694,4885,4297
87592873,16150,0,16,2255,3850,7182,6541,6885
87576223,36210,20893,21125,24538,21423,19859,16300,14791
87713578,71150,401460,368806,407081,392678,461275,439981,464343
87484204,49290,147164,122974,220250,227152,252698,247385,254597
87276725,60230,694863,577172,842946,778674,895273,879434,813319
87396275,72470,13105,14192,22836,20618,26741,34654,40979
87484352,49123,36433,23453,37933,38102,32871,27185,28233
87172007,8000,1325721,1038116,1337743,1301109,1444131,1443010,1545897
87394007,28000,3142870,2493354,3415025,3215899,3307062,3336844,3500835
87694778,71170,30737,24170,30581,22345,19261,26956,31888
87313478,80320,96116,66093,85930,81548,92924,92898,96724
87296616,2300,620671,533188,604887,604047,645715,597526,583290
87141382,54122,1574,2163,2096,2221,3028,3185,2659
87763425,5230,19939,13473,26500,24056,30826,28090,32345
87396606,72500,140752,101551,191083,199290,209846,201777,202387
87481648,44110,23874,17166,24437,22439,27774,29438,29349
87590372,44110,72910,56599,100608,98200,105333,100208,103290
87576298,18190,9878,7441,10472,9070,11801,11263,13422
87485110,17340,88489,56464,85288,68306,87581,78511,81090
87721753,69380,15992,13629,19714,16175,17707,22861,23326
87116574,2570,91500,70385,117503,106910,107151,101564,97565
87721746,69380,4208,4584,6347,6617,8588,5739,5073
87743344,1250,916,964,1481,477,586,906,2132
87391565,92140,1449316,931145,2089944,2298488,2528160,2734253,2936829
87734004,63000,4023733,3300079,4859541,4359247,4688198,4373078,4647177
87175737,55120,32,91,116,28,378,309,197
87574509,28220,15729,11071,14659,11289,11580,12263,14041
87411819,76690,139999,121898,173255,162020,163678,158190,160881
87181222,68000,60788,64908,76016,78681,87336,84732,87946
87184556,25260,10744,10622,14534,11952,14045,14728,14259
87611921,31770,167647,173458,218356,226691,291451,313762,318979
87144386,88490,0,23,15,18,140,587,247
87286260,59560,1265,1058,2413,2357,2348,1690,3343
87396309,72160,82586,67730,168651,188973,199802,196428,213306
87481820,44360,27477,21478,36473,31510,29016,28563,29540
87594481,19150,5149,3418,4762,3654,4309,3443,3539
87471326,35150,7225,3307,3533,4004,6702,38817,62696
87116731,77860,110500,9391,102343,103334,104909,104449,103643
87696831,89480,3038,2880,3880,2401,2507,2812,3208
87382200,92400,3799683,1951449,4250102,4177376,4109605,3970658,4048997
87171710,51220,23216,20987,20326,18016,18842,20782,21508
87765180,84350,25611,16297,25599,21910,29997,30388,26800
87718270,39190,10231,5889,7077,4819,5637,5743,6757
87584516,33230,433527,342492,470413,422570,436598,422696,432835
87683649,89460,8775,5318,8539,7305,8550,7629,12819
87491266,33240,14725,7684,10687,6782,6708,5138,5030
87721480,69570,23023,21457,23821,23723,19482,19157,11502
87141812,54380,105208,93871,151575,137144,139928,134356,142808
87694695,71160,24798,18097,19319,15496,19277,18785,21829
87478164,22100,63610,37277,72293,67398,83213,81345,84903
87474015,29460,7630,4781,8153,4811,1248,1950,2467
87191320,57134,25583,17999,16867,18734,23789,24275,25644
87144030,88460,6953,5168,5720,4021,5496,5733,5535
87713412,39100,947536,818457,1049061,991069,1070036,1012236,1003796
87141119,54110,311059,273878,346733,344036,364452,364708,385871
87721738,69380,12679,13235,12140,9959,9114,8849,10901
87295774,59440,1464,1396,3175,3117,3163,2891,3146
87481721,44480,11894,7839,10787,9064,8324,9446,10613
87684233,45680,28257,19270,27353,40152,87871,213516,545489
87214338,67120,98437,88897,138757,137889,134767,118597,111433
87171512,51700,129963,119963,161854,141122,137879,134301,141211
87345009,59500,2890557,2450619,3811503,3529027,3717750,3579920,3636078
87545525,91410,699773,335576,951888,930666,917332,890369,866000
87345165,62119,169146,155154,260596,252797,260271,245617,256532
87595280,24190,0,0,0,0,515,1425,1234
87271403,93700,7692125,3993399,8976601,8782317,8585390,8248559,7883390
87721506,69130,254418,236351,279841,254404,261285,228799,188629
87141200,54360,3098,3416,5387,5113,5343,6779,8766
87411173,76500,238793,182359,312906,258562,259269,254212,290970
87287276,59710,2240,601,975,714,471,321,907
87592881,16150,0,0,0,0,79,288,834
87576173,41200,133133,167137,151795,142480,151007,164514,153569
87212266,67640,134429,114143,173492,160948,176345,215753,204680
87597849,23500,276,281,3208,2634,4007,4390,5673
87684241,45210,29254,21354,36147,32070,35639,36797,40794
87313742,60960,23020,14701,12362,13619,17337,20207,22632
87726877,42110,179955,146395,232364,208608,235718,206565,226786
87722538,69320,113830,88813,138477,142500,155105,147368,154133
87296871,2520,14048,13303,13988,11848,12315,12559,14706
87725663,71260,16566,11707,14190,14616,16709,15186,16776
87775379,30730,14083,11709,23178,19029,18184,15647,12214
87756858,6540,1692,2583,5109,4716,7217,5247,4650
87193003,57600,331657,249670,423877,399227,450975,415309,446214
87313833,60220,12409,9130,10336,7809,7501,6118,6138
87753442,13270,5444,2941,7260,7327,10945,9978,11643
87696229,58600,17302,14195,16850,14058,17433,18144,19230
87726737,42490,548,181,527,434,149,808,943
87722702,69340,74017,57723,79040,72127,73019,62738,58285
87718304,25770,5658,6003,8215,12811,28351,25535,24509
87191395,57320,1398,1494,2436,2861,2171,2051,2334
87324095,86360,118243,93094,192114,167515,222982,220636,204514
87415620,27600,522340,434564,693857,615427,667689,621395,607880
87276196,95140,12826465,4696178,17937343,17968213,17941453,17577233,17191818
87212258,67118,43304,36750,61437,60392,69625,92680,87532
87271205,92230,1206798,563830,2025274,2090962,2169888,2207587,2234373
87722439,69700,80547,56247,70452,51491,43170,29708,28052
87381293,76220,5111,3045,7125,10094,13094,10654,13070
87281311,59760,10262,7703,6507,8124,7131,5090,3812
87313734,60210,64382,50401,43744,45726,51804,54952,56726
87757724,6520,297050,185833,378596,289089,112418,307089,333365
87545129,91690,13694,11258,20584,20628,20966,18296,18006
87473207,22200,868285,646170,880728,795654,794449,727517,739720
87694653,71420,13168,10405,13655,9809,10541,8517,7554
87297523,59530,18,11,8,2,5,5,6
87295568,59330,41907,43155,83504,77176,79194,68744,72206
87172106,8170,31553,28125,30678,28905,30012,30349,35602
87286302,59190,1463043,1295845,1859145,1722814,1833595,1749571,1793763
87193672,67260,45283,57339,48572,49621,56582,57424,56514
87313585,60370,91304,85438,104436,99944,96687,97090,98430
87212340,67850,172575,147257,214085,193665,194327,190148,197572
87317107,62196,25868,23801,30185,25969,27056,26452,28132
87317222,62140,24016,4175,6425,6792,36154,54288,62376
87338517,67800,54922,55669,75183,75157,72582,70820,74593
87213447,67250,10899,8548,11441,7030,6809,5683,6123
87191353,57920,289,440,829,907,507,629,1212
87193276,57470,8963,6757,10604,7687,9175,5873,4927
87444406,14510,11758,8614,15283,12321,14587,14006,14511
87213454,67250,3802,2822,3353,3248,2165,5130,6380
87784561,66130,5449,3518,1152,677,2075,2156,2307
87182204,68720,56796,49498,78865,72961,61441,52591,52073
87696450,58160,34289,23676,44593,38022,41014,34098,39324
87213785,67340,245424,198564,257900,279666,287070,279553,279117
87116616,77440,98675,53243,103553,103680,103988,102504,100521
87753418,13800,47030,34449,69216,68532,71146,74273,94209
87673632,64480,0,0,20,5,9,20,13
87272013,60880,8175,5339,9771,10167,11773,11966,13886
87683243,89300,372102,289459,436044,407803,448301,408195,425487
87172031,8700,15196,13973,14007,14796,16490,19924,21861
87784710,66193,76,54,111,29,49,33,29
87159947,35170,66092,47823,71306,59354,60933,61896,63675
87476432,56170,2121,1838,1782,1411,1572,1257,1551
87215491,67260,49182,47041,33261,34433,43443,46026,48090
87213660,67240,80030,66860,101037,94148,97670,96678,103240
87471060,35590,37499,30059,45614,38393,39823,41127,41392
87718528,25620,16493,18707,20152,16125,17964,17010,17095
87382473,78620,491321,229738,523719,518147,516572,503902,487170
87595595,24210,0,165,935,668,706,1061,957
87481697,44500,35611,23454,28368,21261,18698,13785,15448
87276287,60560,113969,95188,168264,175718,187219,192996,203215
87751271,4700,21847,15086,36295,45954,62282,55633,51254
87595215,24200,3,4,8,5,22,20,330
87571802,37140,3319,1519,1931,1791,1927,2174,2568
87715391,39150,2335,1747,845,1863,3669,3918,3331
87755611,83260,69565,40643,64283,56357,61266,44179,15687
87382218,92800,19585149,6688269,30264172,29752335,29470800,28638151,28392626
87396325,72400,255281,190489,360698,357667,403104,411953,442860
87543124,45240,149771,106554,157793,148140,155781,148245,145867
87116517,77260,1912973,833343,1747522,1804600,1904385,1959154,1994958
87757740,6400,104169,57034,106018,73070,35395,71326,67974
87386003,92250,3919745,1963825,4101287,4106443,4128855,4073202,3995177
87682476,77130,40100,32594,66342,66702,65992,64845,63652
87576470,18150,33282,32199,36367,28453,31303,29628,27400
87478156,22100,1639,1385,835,1753,2416,1964,1908
87396093,72130,11900,8862,17621,14966,15499,13864,16714
87775247,30110,598,448,1020,676,521,445,349
87485508,79800,2231,2267,3355,1888,2481,2661,2827
87751743,13821,56921,46980,68514,65286,75227,66088,53456
87484337,49170,103126,74177,141439,137223,132881,120500,117042
87334508,35500,44391,45583,33400,31844,43870,38781,33870
87582866,33190,263718,186949,271188,244738,257120,245251,246650
87755264,83500,361972,261435,401061,366694,407423,370489,349675
87756767,6340,39901,36295,76298,69913,75990,62389,54167
87673293,40530,37101,26661,40509,30245,30003,27794,27985
87396556,72220,15266,11899,37997,45629,48473,50839,46203
87783761,12310,80,504,1477,1688,2033,1588,1612
87611947,31000,0,0,0,0,1,0,411
87473108,22400,568307,436089,616629,555668,550151,524259,519668
87582882,33190,2647,2176,2617,2429,2823,3331,3541
87473850,22860,539,367,446,358,134,325,339
87476226,56690,28079,21482,28627,20218,18404,17618,17177
87741777,73210,22281,25802,36159,35932,36903,36051,34715
87582775,33210,843150,666261,960440,876674,848212,784828,801550
87712323,21370,10431,11780,13643,13520,14142,13492,14812
87641043,63700,5452,3137,5658,4130,3908,3790,4359
87594424,19600,0,13,44,16,109,67,280
87586412,47340,384,178,314,337,771,636,491
87575498,86390,723,579,822,537,611,799,1099
87615476,81500,154341,122839,171606,151372,186700,173689,193336
87734707,43800,12389,8303,8833,7061,6330,9611,9780
87783548,48056,0,9,2,2,448,133,1
87595744,24260,7644,6303,11454,10156,13123,13423,12367
87481168,44850,41042,34534,53036,44667,41617,33439,33316
87726828,42120,76485,53349,84195,77133,94117,97436,111711
87694000,71200,143524,124512,171562,150409,152537,138266,141019
87481788,44490,137204,96927,145106,129695,142330,131551,121382
87592543,87210,16282,14433,19196,17164,21886,25037,26369
87757542,83530,15802,9735,11865,6563,4854,6532,6413
87413203,76600,1430,512,993,1484,1160,660,655
87783308,48100,76,235,94,329,324,357,531
87682179,77350,2106785,1171656,2386412,2428170,2458895,2449483,2431688
87271551,60330,721612,473366,856336,769534,778191,651487,612867
87353573,31000,4022,5366,5295,3553,3025,3435,3717
87317529,76470,37709,28429,34731,40868,49062,50976,56461
87484139,49125,14515,16718,22877,20784,21836,19947,20489
87746768,74400,4746,4024,4044,4767,5833,6247,6857
87611574,9310,7403,2726,7119,6572,7084,6100,6548
87328021,81500,8695,7693,13579,9895,14838,15190,16376
87746743,74310,17801,14700,19061,19264,22584,22390,19240
87175711,55120,34,28,83,103,26,40,154
87471516,35500,15451,13488,16383,14661,14078,12276,13065
87353581,31000,10919,10162,9323,6410,6006,9779,12025
87476267,56340,690,335,364,225,173,230,207
87746834,74400,2428,2133,2759,2767,2270,2590,2415
87641373,3190,634,723,1024,673,797,718,2143
87144329,88490,0,0,0,3,37,389,344
87781088,11370,83945,63919,68400,53643,65525,58874,61925
87613489,82330,9756,6112,8511,6027,7007,5923,5148
87584052,33500,1682031,1264221,1883300,1588694,1704103,1688551,1649989
87286112,59120,30951,24225,40088,28581,29733,27143,28504
87673673,64250,195,390,498,498,498,493,484
87491290,17330,1335,1553,2337,1071,613,1245,984
87343475,59172,6932,8826,15041,14353,13822,11772,10803
87671339,65100,356851,249153,519159,469187,533266,508357,523115
87611236,31110,22608,22939,28744,23722,31900,35488,42046
87781575,34650,260,108,299,182,158,111,81
87576280,18400,177,506,678,324,304,688,783
87185249,70200,223924,207498,243662,212071,236885,218418,245876
87721001,69009,930965,638549,1103008,710861,787242,693020,712512
87615112,11200,107698,71123,97511,79030,101833,93211,90191
87581199,33460,51231,34157,55197,44811,36127,27088,36058
87781666,34480,4710,3285,3518,3982,3561,2268,2018
87611871,82200,0,0,0,162,432,794,1263
87191627,57480,5,9,30,11,8,13,42
87757591,6210,114564,83962,151733,125775,175808,149886,167386
87582445,33380,414755,343769,468696,390002,366087,328928,326040
87581215,33460,36102,27822,38867,27648,23835,21388,27136
87611194,31440,1808,1574,2090,1606,2728,3911,4007
87751008,13232,18893880,13671005,20898939,19544802,20643472,19348582,19552792
87615419,81500,9148,6516,9832,6951,9707,8646,8842
87471367,35640,4573,2406,2684,3874,6338,13698,18431
87753509,13500,25979,17300,40292,41142,50797,47404,52934
87594820,19510,6984,4637,5767,4757,5467,4781,6345
87383281,91300,372146,46109,330403,322527,316810,304743,292092
87576728,41320,1956,1931,2136,2511,2170,1780,2167
87142406,52240,0,0,1,4,75,172,251
87213207,67580,104311,86344,104121,88847,83684,80337,74110
87182725,68500,50090,41381,56389,53512,51771,48339,49348
87471185,35480,285225,240056,333603,285553,306944,306947,316615
87141499,54850,11766,13747,14096,15265,13950,13975,14539
87694158,71190,4036,3184,2172,2285,2694,2472,2974
87192070,57000,36995,25967,35065,30706,30222,24439,17291
87574137,45130,366156,268750,399686,372678,363228,336276,351263
87345272,62410,31813,34147,75042,66272,66424,64637,66669
87478131,35540,262,17,436,371,163,916,1223
87144212,88500,110618,118355,149712,149208,171136,189732,191914
87212142,67670,249332,211998,313139,283988,272518,263700,255341
87756403,98000,4935372,4085871,7534138,6302802,6588940,5730408,5848796
87545111,91930,18798,11274,25461,24487,23991,22958,21882
87586453,47500,26737,20630,35773,35246,39031,42400,45076
87763508,5600,61572,64570,97092,88144,101997,104589,107475
87713131,21500,385019,331562,463025,453643,521939,508859,529586
87723569,1120,377446,326450,509568,454540,490801,477480,487928
87575480,86500,34892,31402,40196,32379,46147,46247,47460
87382879,78000,1897965,748793,2226698,2204405,2192249,2137642,2248554
87487637,49260,6728,4470,6291,5807,5441,6366,7024
87478032,35440,273218,241515,321550,309137,311629,302817,304407
87611152,31210,171176,117473,142214,140012,198316,226434,221161
87575035,37260,165647,98471,160341,158936,157747,153860,158459
87764001,26200,929367,689825,1116822,1014367,1154902,1127445,1188760
87411454,76680,24783,25405,38036,33488,32289,31402,33569
87474338,29600,731510,534264,789407,715590,753739,715246,705448
87718619,25500,112465,154502,220187,173391,186843,157312,197085
87581231,33480,25708,17758,28996,21411,17867,14069,17014
87313577,60250,194827,167475,222346,199972,208109,214799,214117
87741728,73600,269494,304540,452531,456369,472049,478957,499937
87214643,67280,6460,6121,8058,6052,7022,7271,8688
87386540,68140,12471,10721,11730,9959,8514,7684,11186
87613463,12270,10298,7299,10999,6466,8610,7247,7567
87116558,77730,549659,329888,675245,692771,728946,730459,727008
87271577,60440,486182,308167,545647,512905,512151,474509,492945
87592444,87140,14954,13508,16700,14570,18904,19632,19161
87478545,53150,3363,2608,4470,5280,5048,3814,3924
87116681,2470,0,270,861,2005,2191,2920,3696
87592725,87800,47285,46283,61162,47463,48563,50427,48459
87574699,37390,789,929,2473,2687,4050,2815,3594
87317396,80133,88054,60948,78623,67245,73033,69507,69462
87276782,60400,647023,535861,719033,684886,762466,745100,746938
87784736,66360,150,32,113,96,177,236,119
87381731,78410,67723,36842,82508,82478,82538,81051,79481
87182634,68830,18495,16780,20299,20875,26678,26481,26341
87411207,76350,293765,226749,414710,358008,385832,359363,373273
87784728,66360,2023,1991,1774,1005,1177,1266,1134
87672725,64400,86088,60818,98363,76510,93277,93239,93882
87718361,39700,56700,47320,44978,46845,54095,53077,49207
87381145,95520,440124,184327,404587,448518,503619,551666,530495
87481184,44521,91926,73232,132258,137453,146488,135262,122797
87712604,21600,4629,7286,14461,11913,13018,11390,8819
87276774,60138,3109,2220,3655,2950,3494,4321,3527
87713669,21250,7235,9037,9308,10308,11080,9126,8135
87485524,79800,8912,5611,9903,6539,5132,6859,7432
87686006,75012,100871407,67873723,140121852,137769853,141761340,138682324,138936295
87391003,75015,51406616,40615322,76622754,73296349,72096491,68903364,68930457
87734293,43230,1363,963,1776,1246,1244,1355,2114
87476424,56170,1886,833,1097,970,1072,1675,1310
87784009,66027,1870796,1313182,1737732,1713031,2036464,1952608,2197968
87581793,33600,305737,231636,379203,283035,258716,231359,239759
87611830,31820,118709,102119,125728,134195,165817,175159,192681
87592253,87260,20151,21915,20396,17974,18866,20189,14953
87722231,69310,36603,26703,45505,30102,30331,25258,31180
87276097,95480,744703,853385,1309897,1304587,1276008,1243565,1207581
87393629,78370,705344,474628,964713,1031961,1097193,1152074,1203531
87478123,35540,515,116,613,661,2113,2829,2974
87473090,22640,5521,5232,7316,7344,8831,7570,6030
87478149,22690,1408,1007,835,1157,1538,2380,1588
87575001,86000,3777312,2672636,4531798,4239924,4492246,4132261,4307757
87618058,82400,0,0,28,0,248,654,563
87317115,62360,2093,1501,3964,3210,3307,3704,4158
87726786,43430,843,376,1401,796,54,174,302
87345124,62430,3785,2675,12206,10953,10353,10272,11080
87725804,1290,45046,33863,43215,38597,43783,42216,47317
87415661,27340,5916,6016,8975,7213,7658,8840,10860
87345264,62880,60636,51875,82222,74389,80989,71944,69868
87715003,25300,255354,227475,226216,219841,233759,220493,220621
87471391,35033,330103,259350,356366,298567,290728,261316,272932
87721464,69490,16633,10191,14848,12257,17707,19419,18812
87747493,38530,565612,490716,728854,652095,655529,610314,594028
87473843,22260,4109,3797,5501,5835,5388,3412,5943
87481747,44380,160817,114924,175721,150696,155881,143714,130932
87571794,37800,145242,110711,154528,139012,140903,145565,150573
87481218,44710,37142,28793,38746,28618,24761,16226,13907
87753459,13110,25404,17886,43749,44933,54574,55869,61419
87611509,66760,2669,1856,2901,2777,2938,2768,2502
87487314,85700,1101,656,779,737,678,488,596
87141622,54116,95,863,841,850,1918,2578,2548
87746206,74370,25998,17871,25219,22265,25311,20143,23469
87144345,88490,599,424,454,2374,4339,4460,5463
87141564,54160,268,452,952,1053,1349,1190,907
