code_uic,cp,a2021,a2020,2019,a2018,a2017,a2016,a2015
87381806,78510,687786,236971,463897,505248,553796,594291,585508
87116491,77470,1099328,229698,1199192,1208595,1227870,1222022,1211959
87444372,14360,812615,616688,1024945,832567,969779,918581,953191
87118000,10014,1202438,949971,1419897,1362416,1441810,1365247,1411151
87701532,49800,40738,30106,44256,1684,0,0,0
87584474,24510,3034,2828,1260,3224,4480,4644,4761
87214635,67280,139760,119260,157269,148591,163099,165939,167355
87673624,64480,4533,2245,2243,2244,2770,2843,2114
87396598,72500,4657,4154,6237,7417,9387,10269,8153
87718544,25800,183850,193443,215139,188417,216255,189689,198603
87691469,58640,681,1452,1150,1986,1406,1115,1921
87571414,37250,9318,8435,10360,11787,16682,20693,21159
87571216,41100,421928,352993,541542,522878,543290,531328,533198
87393595,27130,158869,122417,178900,162228,166614,165321,154871
87592675,87430,0,1,0,0,1,10,84
87415604,27200,1917593,1311752,2297009,2113097,2302467,2164533,2177390
87734426,63910,154625,143863,186155,161403,172772,155952,165368
87185009,70000,227026,202326,250841,306779,415106,412068,453328
87574327,41150,7487,5049,2559,4976,7828,8330,8345
87781260,34450,9940,6242,6904,6804,5704,5810,5816
87722587,38200,1549673,1177060,1881846,1659170,1704397,1587420,1585826
87182550,68800,178632,177118,193182,196620,211653,211678,197578
87181289,68800,21483,18540,24167,20228,20815,21017,25872
87756361,6230,364521,302865,672171,514310,646754,502192,509779
87576165,41200,10829,7509,8533,9830,10664,9949,9107
87491258,17330,1188,1196,2159,1833,1548,1895,2463
87773515,34750,31176,13808,12476,10572,14115,11151,9789
87618215,31290,17598,13848,17338,11581,15656,18415,17963
87575043,37260,43952,28288,45646,38976,40080,37416,38631
87271452,93420,2000408,1325500,2654695,2575413,2495574,2374993,2254753
87393413,78340,1318558,883515,2017279,2056096,2105241,2113817,2111452
87313437,80380,205482,171763,211195,192756,191817,181595,179064
87393884,78640,599810,314358,915771,885357,870952,831616,790827
87382887,78220,2157680,999544,2698201,2147701,1720725,1350015,1427232
87413336,76110,0,0,48,2082,2391,3652,5426
87342535,62156,11616,8560,35853,34515,36865,37280,36675
87439554,13127,509288,464684,761167,713446,828581,814519,800001
87741140,73420,9150,6139,8953,5679,7661,9083,9348
87613661,12110,11938,9416,14050,14083,18038,16694,18483
87756890,6430,8,76,134,60,118,115,159
87747287,38500,1227500,957865,1404351,1234157,1309343,1247923,1274592
87396358,72210,9794,8191,22708,25628,24988,24399,22490
87734723,43800,39154,29492,45135,29189,24157,35397,34581
87713511,21640,28560,29538,36550,28416,32250,31697,41974
87478560,53600,1968,1295,5002,9010,9061,6888,6076
87545707,28150,29780,26418,42483,34200,33236,27529,27688
87297150,2250,8645,8592,8165,6987,3713,5144,6586
87574434,37270,26451,17619,28212,27456,25284,26306,24904
87316208,60420,1302,1681,3380,3783,5399,6538,7124
87343301,59135,8875,10687,25641,29475,32284,27029,25866
87286419,59136,69622,65234,123495,111829,126058,126593,135801
87182584,68760,28054,28158,33144,32699,38078,37509,38789
87473116,22120,22024,19066,28784,27911,33222,39188,36880
87671487,40100,32853,24258,24844,26203,29843,27292,22433
87645101,15130,37,17,49,26,25,34,2
87191304,57110,873,804,1186,1484,1300,1930,1701
87413385,76190,984491,859465,1246459,1128661,1150146,1136542,1168746
87191379,57320,2109,3283,3285,4915,5546,5552,7297
87271122,93800,13345015,5582345,12886698,12778657,11399541,10968351,11527615
87271148,93800,4459429,1979635,4006406,4210792,3419097,2572264,2700882
87386763,78680,836556,430031,1023974,1107734,1205405,1293560,1388532
87545137,91150,2449541,1469370,3150915,3096908,3057162,2957089,2848779
87681387,91000,8307516,5130572,11258509,11133073,11022956,10724567,10369452
,,,,,,,,
