code_uic_complet,nom_gare,total_voyageurs_non_voyageurs_2015,total_voyageurs_non_voyageurs_2016,total_voyageurs_non_voyageurs_2017,total_voyageurs_non_voyageurs_2018,total_voyageurs_non_voyageurs_2019,total_voyageurs_non_voyageurs_2020,total_voyageurs_non_voyageurs_2021
87691436,Garchizy,65,58,18,6,9,45,7
87491225,Gauriaguet,24319,25723,31982,31528,41321,39013,46806
87582403,Gazinet Cestas,377864,361374,392020,402913,459191,303105,386067
87214254,Gertwiller,25690,24846,25665,24238,26369,22647,27928
87476309,Gestel,7922,8476,6297,5997,8441,5461,8391
87594325,Gignac - Cressensac,1534,1228,859,436,116,39,154
87618082,Golfech,1896,1760,565,0,0,0,0
87747477,Goncelin,348637,328314,347844,337837,399451,254941,284655
87473801,Gourland,1608,382,1077,2325,865,1651,2918
87681353,Grand Bourg,450127,412191,376379,336778,302375,141132,603514
87116012,Gretz-Armainvilliers,943338,938758,930677,904863,881676,436595,662867
87722298,Grigny le Sablon,60721,61896,71350,71224,92875,70641,91360
87276592,Gros Noyer Saint-Prix,1680959,1713626,1739184,1747157,1720304,767868,1480690
87276360,Groslay,1569486,1599215,1621062,1612611,1583612,537702,1315983
87741611,Grésy-sur-Isère,14943,14268,14508,13601,17257,10781,13546
87471151,Guichen - Bourg-des-Comptes,158923,158923,164047,173265,212295,139479,146070
87116269,Guérard - La Celle-sur-Morin,71847,76508,81222,84271,88140,52298,100298
87673459,Guéthary,18061,18830,21347,18887,27590,20561,30445
87775213,Génolhac,26947,30160,28878,26077,25944,19329,23565
87191114,Hagondange,1442705,1381611,1341267,1267737,1289074,872958,1090267
87213058,Haguenau,1993420,1966985,2078626,2057877,2168445,1645963,2059810
87673640,Halsou - Larressore,13,15,28,7,223,1462,3840
87590331,Haluchère Batignolles,88181,94348,92615,97512,116440,68259,80210
87192724,Hatrize,1601,652,1279,1705,1580,286,182
87281899,Haussmann Saint-Lazare,46771387,47606238,48184682,47907489,47687285,10027494,29676067
87313692,Herchies,5587,6313,7492,5298,2949,2344,4076
87295063,Hirson,161369,141885,141705,125967,128238,86861,129465
87191692,Homécourt,28983,32861,31140,25483,30182,16708,22922
87144220,Hymont - Mattaincourt,1537,1496,695,928,1058,761,354
87144089,Igney,11153,11250,8477,9033,14274,12451,15286
87381574,Issou - Porcheville,201878,204045,208585,208966,211354,139822,308847
87673665,Itxassou,21,39,75,135,255,10,0
87491472,Jarnac,43809,43861,42313,34251,39286,22155,23390
87747535,Jarrie - Vizille,29168,16778,15895,12850,17869,9411,12009
87575217,Jaunay-Clan,27393,28974,29059,24999,26591,16113,15822
87491142,Jonzac,129809,121991,129275,124214,144671,78908,117921
87757666,Juan les Pins,640609,599898,728265,674569,811048,452532,609298
87474213,Kerhuon,38793,39221,38626,36793,47127,35965,31808
87212324,Kilstett,96973,91727,94006,95551,96880,69558,82257
87191346,Kédange,6435,4842,3961,3893,4238,2221,2902
87444638,L'Aigle,160450,172966,175092,170570,190645,126355,167247
87763557,L'Argentière Les Écrins,66449,63943,60723,50373,56723,37463,44366
87751529,L'Ariane La Trinité,14802,17609,23129,23898,31204,15559,23030
87184572,L'Isle-sur-le-Doubs,92421,83533,89119,87144,106385,86730,96931
87476275,L'Isthme,2352,1762,563,315,2014,992,1585
87481267,La Bernerie-en-Retz,8984,15663,22179,23817,30187,24445,32545
87471094,La Brohinière,17421,15866,14145,11065,12887,8610,8994
87486308,La Chaize-le-Vicomte,4219,3177,3762,4720,3890,557,191
87751784,La Ciotat - Ceyreste,487786,506115,564514,525572,562210,384649,502932
87694737,La Clayette - Baudemont,29159,25456,21946,24523,26913,22176,30211
87271304,La Courneuve - Aubervilliers,13002415,13519983,14019873,14288840,14517022,7295836,10752022
87481689,La Croix de Méan,3800,2802,1996,1643,3399,2737,4428
87681452,La Ferté-Alais,496233,474134,451160,420283,393534,188972,330418
87491274,La Grave d'Ambarès,16367,16509,15121,14632,15736,16470,24690
87396036,La Guierche,30243,32008,32061,30191,25208,10322,11597
87691394,La Marche,505,114,114,413,1283,2403,2697
87594416,La Rivière de Mansac,89,228,339,177,263,66,1715
87746305,La Roche-sur-Foron,468437,465827,475338,430243,464066,306885,467427
87583427,La Rochefoucauld,20238,16401,11004,3766,1427,1,3
87437798,La Rochelle Porte Dauphine,84310,81938,92158,69109,71943,54398,66235
87394403,La Taye,13670,13412,13316,11314,10950,8999,9605
87723577,La Valbonne,187822,183082,195194,180282,201648,128045,158092
87394171,La Villette Saint-Prest,105602,96104,92946,86348,93032,68967,74462
87592733,Lafarge,7759,6098,5445,4876,4155,2755,1345
87613471,Laguépie,4188,3845,4525,4258,5671,4219,6499
87471144,Laillé,24140,23001,17846,14529,16302,10753,10217
87584151,Lamothe-Montravel,6628,6315,5069,3147,2920,4349,7936
87474239,Landerneau,654671,647631,642852,623244,699537,488568,620824
87141093,Laneuveville-devant-Nancy,9548,8719,8653,9556,10282,6555,7710
87142091,Langres,90181,85182,83598,76980,81529,46127,52971
87611939,Lardenne,17025,16736,17190,14783,11783,10484,10203
87212464,Lauterbourg,23136,22610,24950,21638,25742,15414,17697
87478404,Laval,1664147,1666349,1757286,1786886,1842106,1106735,1490102
87271478,Le Blanc-Mesnil,3698307,3823291,3953284,4006261,4052899,2040928,3044176
87757757,Le Bosquet,50071,43474,6957,52143,85092,52529,95809
87734228,Le Breuil-sur-Couze,20173,21098,23247,20625,28746,24702,31076
87726711,Le Chambon-Feugerolles,33520,27640,32783,28741,34013,16223,24405
87113522,Le Chénay Gagny,3187642,3248342,3294408,3277376,3268600,1562549,2851761
87000032,Le Mans Hospital,0,0,0,0,0,0,0
87276733,Le Meux - Lacroix-Saint-Ouen,33071,34528,34707,32022,39014,26071,36443
87444083,Le Molay-Littry,23771,23463,21613,19002,21046,16827,20340
87343210,Le Poirier Université,183246,167957,194150,197807,220564,92909,85785
87473553,Le Pénity,2809,2742,3028,3098,2752,3235,4820
87784512,Le Soler,3056,2229,2317,767,17,1320,2655
87382366,Le Val d'Or,1324800,1629247,1675790,1695453,1722096,788261,1548016
87681247,Le Vert de Maisons,3318507,3293224,3254355,3158156,3062538,969205,804485
87741496,Les Abrets - Fitilieu,5059,4259,4302,4893,5284,2818,4491
87543017,Les Aubrais,2118157,2025662,2083701,1981365,1991155,1111009,1391664
87592048,Les Bardys,5023,4974,5833,4371,1653,929,3105
87386664,Les Clairières de Verneuil,405538,402805,398401,385612,375772,194818,368213
87677104,Les Deux Jumeaux,22642,21850,24654,21101,32774,23722,38983
87721704,Les Flachères,1893,1560,2175,1432,1859,1875,1562
87473587,Les Mais,280,314,597,423,840,476,25
87734178,Les Martres-de-Veyre,209797,206407,205303,184266,189789,159203,165904
87691600,Les Perrières,1717,1070,579,746,1831,487,521
87386300,Les Vallées,4079450,4185281,4265730,4280459,4283672,2124124,4068322
87595702,Les Versannes,1688,2641,2885,1699,1600,813,1217
87581314,Lesparre-Médoc,70651,64273,81733,86740,107129,74228,106889
87286849,Lesquin,219147,217385,234085,209501,226251,128450,145250
87172544,Liart,22,7,10,24,274,203,288
87109306,Lille CHR,271035,274847,299569,299508,358773,240785,262454
87342238,Lillers,338450,318027,315620,262906,249452,155339,179567
87595553,Limeyrat,674,935,283,58,1221,542,0
87598755,Limoux Flassian,4224,2040,2020,1621,3796,4693,7261
87444265,Lisieux,1417690,1382449,1443522,1338043,1440757,827905,1029186
87615310,Lisle-sur-Tarn,75961,78875,83085,64558,75711,61130,80808
87141069,Liverdun,18548,20434,24551,27533,29876,21124,24322
87171728,Loivre,30100,30161,32324,27644,26527,31268,33768
87611053,Longages - Noé,129100,124752,132277,106986,127700,96302,125480
87712620,Longecourt-en-Plaine,6444,6576,7745,5133,4425,2912,2043
87393611,Longjumeau,568054,552047,532378,504031,480402,136777,129737
87276303,Longueil-Sainte-Marie,43509,46988,45314,36959,40050,24630,34405
87411447,Longuerue - Vieux-Manoir,13770,11893,9873,11120,11158,7437,8076
87718239,Lons-le-Saunier,442755,429971,464465,409755,424969,319292,398023
87761262,Loriol-sur-Drôme,55570,47475,51460,45255,62121,39667,56630
87611178,Loures - Barbazan,1389,1296,1235,1101,1329,833,895
87641050,Louroux-de-Bouble,3372,3188,1693,1573,2647,1987,2003
87761874,Luc-en-Diois,5830,6251,7456,6384,8242,5810,5520
87141481,Ludres,15639,15686,16244,17438,22919,14306,16503
87773424,Lunel-Viel,9316,7438,6012,4499,5517,4838,10535
87747667,Lus-la-Croix-Haute,5950,5329,5880,4526,5455,3261,69
87485540,Lusignan,44928,42441,45138,42193,51159,31615,37893
87575845,Lussac-les-Châteaux,24970,26702,26226,19520,22309,17096,22124
87182543,Luttenbach-près-Munster,7398,8825,9463,10932,10194,6372,8902
87182667,Lutterbach,65370,51734,47464,45475,49250,39886,44604
87583823,Luxé,22633,24996,27468,21635,23325,18100,23429
87721175,Lyon Gorge de Loup,649637,709583,837181,808011,872740,570494,695961
87394130,Maintenon,1520697,1509774,1512294,1482831,1541122,1150420,1351217
87681486,Maisse,219092,207032,195208,180378,167203,84596,179356
87141796,Marbache,16503,14137,15930,17978,19855,15271,19328
87313445,Marcelcave,40878,41023,41982,45126,50551,43568,46928
87393470,Marchezais - Broué,364655,306526,289396,259068,255807,144837,161015
87382812,Mareil-Marly,74243,69257,64132,58655,53506,0,0
87381715,Mareil-sur-Mauldre,71077,75375,79678,82238,85503,39174,76033
87485334,Marigny,9236,7893,7726,5830,7067,8587,9732
87116228,Marles-en-Brie,354368,373661,392981,403995,421062,171958,336427
87411249,Maromme,108387,89439,95966,92979,99415,68052,69644
87342469,Marquillies,20913,19534,17314,16557,18664,8753,8763
87317339,Marquise - Rinxent,213501,193749,200540,173916,172334,131640,154650
87781294,Marseillan Plage,7208,6885,8290,9131,10913,8269,11713
87313726,Marseille-en-Beauvaisis,34494,34684,34135,30307,28586,27336,41085
87611087,Martres-Tolosane,24089,24474,22694,18094,26839,24473,31815
87783282,Marvejols,33040,29945,25742,21787,15747,9125,9613
87381723,Maule,287328,295486,302193,303254,305405,160657,281096
87595728,Mauzens-et-Miremont,804,418,334,421,554,199,1
87576116,Mehun-sur-Yèvre,62482,50612,51129,45373,46896,29672,48108
87681411,Mennecy,1194181,1146510,1095707,1026207,965477,367289,1164793
87756494,Menton Garavan,264983,263260,287747,245995,296422,134461,196159
87192039,Metz,10320600,10144811,10619071,10196963,11014880,6792936,8637240
87393108,Meudon,1275747,1248717,1215518,1163411,1111888,510325,842580
87594275,Meymac,21825,18281,18350,17328,21029,15341,18401
87575704,Mignaloux - Nouaillé,4927,3942,2271,1697,2661,1869,2049
87595538,Milhac-d'Auberoche,209,678,1010,739,436,61,0
87784546,Millas,364,322,508,368,286,1195,3392
87783001,Millau,80605,71789,70869,50825,40223,30177,30413
87723726,Mionnay,100975,101028,96332,90023,98182,54101,63995
87753004,Miramas,796076,782305,833476,772436,835079,529726,688980
87723528,Miribel,297940,285192,299839,288803,321939,203741,230928
87734335,Monistrol-d'Allier,470,1617,1960,1382,1776,1472,2214
87574681,Monnaie,28395,29767,31161,32319,29171,18587,26816
87671016,Mont-de-Marsan,351239,343875,397333,396133,444293,341538,426272
87594135,Montaignac-Saint-Hippolyte,759,1050,992,773,1082,1507,1743
87684001,Montargis,1985014,1986174,2092101,2052909,2147437,1252990,1538459
87718866,Montbarrey,561,517,325,284,811,343,383
87313346,Montdidier,209246,202426,204905,195937,198408,145743,186232
87765818,Monteux,57146,108706,158599,134110,133192,64274,95214
87765412,Montfavet,21094,20494,23364,23635,24245,13386,19097
87718106,Montferrand - Thoraise,2296,2479,2582,2320,2778,2317,1544
87682104,Montgeron - Crosne,4348527,4328950,4287891,4167597,4074620,1158916,2431317
87276089,Montigny - Beauchamp,4996765,5024855,5036237,5044611,4906007,2474993,2210200
87345306,Montigny-en-Ostrevent,236765,219716,222311,202130,212644,119947,130158
87323675,Montluçon Rimard,8532,11342,13749,10941,7283,7320,10199
87194209,Montmédy,9503,8207,7056,4739,5546,2001,2984
87741181,Montmélian,588262,572521,615265,571999,637291,422866,538689
87481713,Montoir-de-Bretagne,11588,12574,13949,21635,37489,22570,27253
87781534,Montpaon,530,329,254,192,268,115,180
87595322,Montpon-Ménestérol,167973,171629,174259,160437,203218,138669,173851
87726885,Montrond-les-Bains,115146,104248,114347,109475,130120,76742,89594
87182592,Moosch,36129,33327,38416,39646,41079,34358,35531
87484170,Morannes,45928,47906,49926,49119,42135,19077,26525
87313320,Moreuil,183064,176991,171719,179575,192160,150582,187721
87401323,Mouans-Sartoux,157904,150548,51863,145941,207120,113928,179154
87681403,Moulin Galant,849126,798564,747525,685764,633274,220315,459871
87444190,Moult - Argences,52358,50359,54219,52825,65037,42302,46947
87174409,Mourmelon-le-Petit,76858,72917,79372,72417,79829,54197,58985
87116285,Mouroux,123599,122066,120331,115847,112857,59769,89278
87191718,Moyeuvre-Grande,28049,26040,27842,27761,33122,21202,30889
87212449,Munchhausen,3784,3908,2877,2943,4481,2518,2949
87212100,Mundolsheim,73530,79492,68210,65929,69281,41411,53029
87547307,Musée d'Orsay,5514887,5371774,5213150,4970262,4739380,2070490,3232109
87141390,Ménil Flin,2019,2072,2643,1567,1094,936,1341
87611814,Mérenvielle,54960,63399,73088,61334,51200,41922,42836
87276675,Mériel,341878,355864,369878,378755,394514,150619,379076
87444208,Mézidon-Canon,327859,320207,319073,282056,308124,216733,256890
87141002,Nancy,11997104,11565247,11956406,11488407,12270397,7818924,9700410
87386318,Nanterre Université,5665620,5890393,6084600,6151526,6286199,95902,6434071
87481002,Nantes,15137880,15561639,16729383,16635263,18256335,11334114,15537840
87175067,Nançois - Tronville,1434,855,892,858,866,664,891
87615732,Naucelle,16082,14811,15434,13756,18942,15936,18026
87645507,Neussargues,24880,25844,27451,22999,23995,19089,29274
87595272,Neuvic,35120,34594,34788,28205,33360,31255,33588
87334482,Neuville Université,2580329,2663428,2746573,2781923,2858861,1439226,582751
87590299,Nice Pont Michel,17235,22258,26358,20167,26770,13946,29023
87287151,Nieppe,80779,85623,87413,84376,77174,53280,54514
87592410,Nieul,4756,4450,2687,1458,2413,1496,1964
87394296,Nogent-le-Rotrou,518930,498950,502575,477949,555357,437760,559615
87393876,Noisy-le-Roi,253878,251371,249046,243194,237626,0,0
87113217,Noisy-le-Sec,16693722,17100556,17446860,17492523,17495563,8762930,12963317
87393553,Nonancourt,14725,13214,10910,9831,10375,5516,6321
87481598,Nort-sur-Erdre,332289,373748,419225,422317,434422,248401,287409
87287292,Nortkerque,2749,2296,2398,2137,2870,2048,3145
87741694,Notre-Dame de Briançon,5632,5457,5160,4143,5366,3517,6842
87192427,Novéant-sur-Moselle,152450,148127,148257,137888,157849,123981,152276
87775353,Nozières - Brignon,7330,8892,10497,12094,12945,10869,17501
87213165,Obermodern-Zutzendorf,242664,245036,245810,244237,233388,176550,220200
87594630,Objat,7532,5695,6852,4329,7364,5336,10089
87672709,Ogeu-les-Bains,7582,7214,8225,7030,9014,6253,8593
87393447,Orgerus - Béhoust,219288,223046,225459,223646,223446,99230,156359
87296145,Origny-en-Thiérache,14695,14697,11276,7553,5564,8383,9079
87276279,Orry-la-Ville - Coye,1613231,1729733,1945746,2018921,2386199,1447144,1767983
87673707,Ossès - Saint-Martin-d'Arrossa,1303,2757,2775,1979,3406,3342,5413
87345249,Ostricourt,199904,199105,208308,200465,214019,154006,181330
87116699,Oulchy - Breny,2813,2251,1052,1376,812,0,0
87722207,Oullins,162112,170197,207225,183032,205162,142935,202607
87743534,Oyonnax,103838,98712,93231,89149,102677,81885,108542
87175828,Pagny-sur-Meuse,3962,2931,2801,3520,4708,3509,4676
87192468,Pagny-sur-Moselle,367370,332266,327932,359213,372596,265702,295494
87686667,Paris Bercy Bourgogne - Pays d'Auvergne,3968276,3842624,4154918,4133983,4482042,2592964,3474572
87286500,Phalempin,354358,341703,382441,380021,413987,256518,247621
87316679,Pihen-lès-Guînes,2366,2547,1554,1461,1316,429,102
87618116,Pins-Justaret,251956,236000,225485,174900,156641,110027,145465
87474320,Pleyber-Christ,1978,2502,1793,1591,3067,2213,3102
87474411,Plouigneau,1204,1322,1096,907,1301,841,1405
87582734,Podensac,69241,65233,67707,73778,89635,71428,82552
87581397,Pointe de Grave,534,832,877,1161,1599,1720,1723
87141788,Pompey,60930,53234,56376,68591,77858,48312,60106
87276154,Pont Petit,253752,274583,295774,328806,300226,116823,257836
87546192,Pont de Rungis Aéroport d'Orly,831672,800574,770494,724937,684422,253935,199747
87345207,Pont de la Deûle,23457,19886,19305,17724,19152,13177,17475
87393322,Pont du Garigliano - Hôpital Européen Georges Pompidou,3094718,3017162,2929009,2775337,2663328,1365313,1568414
87447185,Pont-Hébert,326,340,455,286,1,0,0
87764555,Pont-Saint-Esprit,0,0,0,0,0,0,0
87683136,Pont-sur-Yonne,148366,129337,128293,106156,135757,91022,110195
87725721,Pontanevaux,36131,35218,36465,32343,37095,25503,30793
87481846,Pontchâteau,292744,292236,282801,265775,253589,131994,179445
87734103,Pontmort,25693,24978,21981,16232,17357,12565,16334
87478263,Pontorson - Mont-Saint-Michel,24136,21421,21439,17539,16749,17813,27474
87111278,Porte de Clichy,4347686,4245846,4126841,3928691,3762544,1318285,2502513
87611400,Portet Saint-Simon,430877,382069,388162,296556,366445,283928,347849
87582718,Portets,80757,80217,91047,101476,121322,86776,103146
87745380,Pougny - Chancy,2128,3502,3988,5158,6067,4243,4053
87144204,Poussay,252,307,12,0,0,0,0
87276501,Presles Courcelles,308675,323731,338305,340453,334990,141462,286464
87485268,Prin-Deyrançon,7254,6421,5675,3786,4301,7079,7113
87171629,Prunay,15516,10407,5449,2214,1897,2421,3964
87755363,Puget-Ville,15366,16824,18586,16446,17979,14026,21907
87382382,Puteaux,3058734,3201842,3491920,3737930,4036184,1740529,2205252
87476671,Questembert,137833,133813,149780,163621,202112,153542,234978
87474098,Quimper,1147732,1100752,1187455,1189089,1322560,932417,1345332
87444620,Rai - Aube,34,29,25,0,5,0,0
87753426,Rassuen,3614,3299,4220,2946,3035,1340,3925
87471300,Redon,1014871,1021386,1003076,903885,925278,568232,836574
87571455,Reignac-sur-Indre,49890,48974,43920,42591,35201,23223,18956
87313403,Remy,7048,7786,8298,6632,8537,7776,9433
87281451,Renescure,20960,21329,21080,22340,27002,15567,14664
87471359,Retiers,89786,75620,43416,38574,38366,29121,34477
87597039,Reuilly,20358,18211,18483,18355,21607,18104,25018
87784660,Ria-Sirach,269,74,115,439,788,96,644
87213462,Riedseltz,6855,7861,9998,11988,12349,6820,7785
