datasetid,recordid,total_voyageurs_non_voyageurs_2018,total_voyageurs_non_voyageurs_2021,total_voyageurs_non_voyageurs_2015,segmentation_drg,total_voyageurs_2020,total_voyageurs_non_voyageurs_2016,total_voyageurs_2018,totalvoyageurs2017,total_voyageurs_non_voyageurs_2017,total_voyageurs_non_voyageurs_2019,code_uic_complet,code_postal,total_voyageurs_non_voyageurs_2020,total_voyageurs_2019,total_voyageurs_2021,total_voyageurs_2016,total_voyageurs_2015,nom_gare,record_timestamp
frequentation-gares,abfdda1d7a91ad0aa7839ed388974993ff7704d2,25630,27531,27749,c,22178,23985,25630,25110,25110,36583,87144436,88510,22178,36583,27531,23985,27749,Éloyes,2022-11-18T15:48:22.919+01:00
frequentation-gares,a08610d58c1188db2f3cc356d568a302eaad9c1f,4801461,3748002,4864507,b,2496908,4892074,4801461,4898268,4898268,4748348,87116046,77340,2496908,4748348,3748002,4892074,4864507,Émerainville - Pontault-Combault,2022-11-18T15:48:22.919+01:00
frequentation-gares,39d8142a86fc6278e1ebe2f301a404d2213493fc,609,1428,1149,c,770,773,609,590,590,740,87575357,86510,770,740,1428,773,1149,Épanvilliers,2022-11-18T15:48:22.919+01:00
frequentation-gares,c395b499d97024cb7f05afde3e449325df042775,1740343,1569715,1892494,b,1045524,1826138,1392274,1456641,1820802,1816714,87394114,28230,1306905,1453371,1255772,1460910,1513995,Épernon,2022-11-18T15:48:22.919+01:00
frequentation-gares,ed9e2ad4c7d3912b9c90b56c4bf698bce3aeb801,1267087,1269375,1429632,b,809109,1351856,1013669,1105348,1381686,1396339,87144006,88000,1011386,1117071,1015500,1081484,1143705,Épinal,2022-11-18T15:48:22.919+01:00
frequentation-gares,86c73fc2259c45c9ed608548c346bd2d6d51e356,68545,96619,74519,c,88396,68243,68545,71927,71927,88957,87175794,55400,88396,88957,96619,68243,74519,Étain,2022-11-18T15:48:22.919+01:00
frequentation-gares,27d5a0cd4c14f9c79d825fd7d8619a669f01200c,4868,5224,7684,c,4663,6936,4868,6285,6285,7273,87683201,89510,4663,7273,5224,6936,7684,Étigny - Véron,2022-11-18T15:48:22.919+01:00
frequentation-gares,e4bb71538eda32eba5d5c2d4091e8f11e949e0c3,53701,43525,57310,c,35050,54882,53701,58476,58476,55177,87144642,88480,35050,55177,43525,54882,57310,Étival-Clairefontaine,2022-11-18T15:48:22.919+01:00
frequentation-gares,17490c4412b66efeb8c79cd9862d836120599b56,38027,27466,35989,c,22773,33021,38027,35637,35637,38473,87481614,44170,22773,38473,27466,33021,35989,Abbaretz,2022-11-18T15:48:22.919+01:00
frequentation-gares,fe9a3cd37456411a0e7a55b372150237e95e12ba,15093,25094,19121,c,15390,19240,15093,14154,14154,22284,87757559,83530,15390,22284,25094,19240,19121,Agay,2022-11-18T15:48:22.919+01:00
frequentation-gares,d741e556ce1c735e3e854d1c9da36d2de4f744ef,70745,55143,75873,c,50677,78088,70745,77218,77218,75954,87734129,63260,50677,75954,55143,78088,75873,Aigueperse,2022-11-18T15:48:22.919+01:00
frequentation-gares,f073374f57ad520bddfef39e196b7f028ff8c8e3,5311,8201,3917,c,5683,3546,5311,4822,4822,6146,87775858,30220,5683,6146,8201,3546,3917,Aigues-Mortes,2022-11-18T15:48:22.919+01:00
frequentation-gares,38ddc48bf7bb4c9aa92c17343bac6ad52db6e5de,130333,75201,126554,b,71603,131663,104267,106398,132998,132281,87741769,73210,89504,105825,60161,105331,101243,Aime - La Plagne,2022-11-18T15:48:22.919+01:00
frequentation-gares,21562ef3932f664f27793b6cc56cfc2f0b2cb297,1609468,1653308,1624127,b,988929,1619647,1287574,1370409,1713011,1893845,87741132,73100,1236162,1515076,1322646,1295717,1299301,Aix-les-Bains le Revard,2022-11-18T15:48:22.919+01:00
frequentation-gares,4f02fb0a30c10de0e52088e746b94dfe44a9c877,5734,11887,8442,c,8611,8301,5734,8524,8524,10016,87592667,87700,8611,10016,11887,8301,8442,Aixe-sur-Vienne,2022-11-18T15:48:22.919+01:00
frequentation-gares,c49cda220566165a2eac2ee52976781b245669a3,460184,489089,516090,b,287025,490814,368147,432819,541024,519537,87615005,81000,358781,415630,391271,392651,412872,Albi,2022-11-18T15:48:22.919+01:00
frequentation-gares,b31f0e167c7c76c3881957977de9201fe5ac75c9,8780,19376,10586,c,11378,9415,8780,11579,11579,11386,87613398,82350,11378,11386,19376,9415,10586,Albias,2022-11-18T15:48:22.919+01:00
frequentation-gares,4aa4742160e501df48227bb520b7485f66031ad9,323134,266043,302676,b,217365,305148,303746,310531,330353,343273,87182238,68130,231239,322676,250081,286839,284515,Altkirch,2022-11-18T15:48:22.919+01:00
frequentation-gares,361994bdacf3bf1e790df379b3f32579255cd606,48163,48289,40539,c,38365,37854,48163,47918,47918,52065,87172262,8300,38365,52065,48289,37854,40539,Amagne - Lucquy,2022-11-18T15:48:22.919+01:00
frequentation-gares,6ba998b76eba513bb598398a3529fedf829b9125,75945,76946,87381,c,59518,80983,75945,83874,83874,87841,87296566,2320,59518,87841,76946,80983,87381,Anizy - Pinon,2022-11-18T15:48:22.919+01:00
frequentation-gares,f77cf1ea957f34eee671c4d64761b4a984b0c3fe,952158,838985,1014340,b,613551,1021043,761726,826628,1033285,992292,87286146,59280,766939,793833,671188,816834,811472,Armentières,2022-11-18T15:48:22.919+01:00
frequentation-gares,63a562a80abb855601486e2ed340d3a9f99dc504,1801226,1266548,1502962,b,988132,1612926,1801226,1723706,1723706,1900062,87386730,78410,988132,1900062,1266548,1612926,1502962,Aubergenville Élisabethville,2022-11-18T15:48:22.919+01:00
frequentation-gares,7fd3bbe5835f28c6f4cc51176e34bd597509913a,1839,1694,4747,c,1568,3420,1839,2186,2186,2608,87191684,54580,1568,2608,1694,3420,4747,Auboué,2022-11-18T15:48:22.919+01:00
frequentation-gares,2794aad17dfcc4425d5b589fbc115db407ee3528,4803,5934,10122,c,4600,7155,4803,6641,6641,6265,87194357,54560,4600,6265,5934,7155,10122,Audun-le-Roman,2022-11-18T15:48:22.919+01:00
frequentation-gares,917067e02ac373435bf5e1505520bcfa09179f6b,747296,639292,756182,b,451188,725763,597836,614240,767801,776408,87295600,59620,563985,621126,511434,580610,604945,Aulnoye-Aymeries,2022-11-18T15:48:22.919+01:00
frequentation-gares,80d1a2a88339b949792ad3d7e3385de4f46b6d00,64270,49788,70722,c,35557,63844,64270,51339,51339,69598,87726760,43110,35557,69598,49788,63844,70722,Aurec-sur-Loire,2022-11-18T15:48:22.919+01:00
frequentation-gares,375010eadde2cc5c9555cdd3e8de4170eba42359,63796,64134,74269,c,60025,64509,63796,63847,63847,61002,87694570,71400,60025,61002,64134,64509,74269,Autun,2022-11-18T15:48:22.919+01:00
frequentation-gares,a98c4b2f1d79884b3a0e9c8f03d297f87de1b818,471139,409570,523567,b,272310,480027,376911,427853,534816,560740,87683573,89000,340387,448592,327656,384021,418853,Auxerre Saint-Gervais,2022-11-18T15:48:22.919+01:00
frequentation-gares,74f3cb7301df519b9a4b1df72c41f1327f522a51,1217132,645324,1146187,b,634456,1181387,1217132,1211248,1211248,1229815,87381038,75016,634456,1229815,645324,1181387,1146187,Avenue Foch,2022-11-18T15:48:22.919+01:00
frequentation-gares,856817d604695afb3f2799ae57268dff333c5b33,17746,19623,28211,c,15673,26652,17746,26703,26703,20463,87616011,31290,15673,20463,19623,26652,28211,Avignonet-Lauragais,2022-11-18T15:48:22.919+01:00
frequentation-gares,53d5755673aee1efec0ac12e98d335eb2d3aa3fd,6801,3941,7219,c,3772,6980,6801,6887,6887,5073,87313296,60130,3772,5073,3941,6980,7219,Avrechy,2022-11-18T15:48:22.919+01:00
frequentation-gares,708d97df335ce1c5c8e936be0a32c9167a83ced3,7590098,3460437,6226179,b,2177954,6690263,7590098,7199779,7199779,7971396,87271460,93290,2177954,7971396,3460437,6690263,6226179,Aéroport Charles de Gaulle 1,2022-11-18T15:48:22.919+01:00
frequentation-gares,11188607ddb90ca1af23c8802d62caa56e435580,57849,28521,439600,c,13759,223786,57849,114246,114246,29663,87684191,77167,13759,29663,28521,223786,439600,Bagneaux-sur-Loing,2022-11-18T15:48:22.919+01:00
frequentation-gares,4dd5a1886fcb266d75bfd75a19ca9b5a18ea8e47,7,6,3102,c,2,2676,7,563,563,60,87141531,54550,2,60,6,2676,3102,Bainville-sur-Madon,2022-11-18T15:48:22.919+01:00
frequentation-gares,3f4d8f72df0578d3350a91eae0b8d3b8ddd74dff,498440,437411,525543,b,261589,521401,498440,515230,515230,485406,87681437,91610,261589,485406,437411,521401,525543,Ballancourt-sur-Essonne,2022-11-18T15:48:22.919+01:00
frequentation-gares,db93eee93272ccbce71d52eea6812769e83d67c5,6,0,3,c,16,5,6,2,2,12,87111864,48000,16,12,0,5,3,Balsièges,2022-11-18T15:48:22.919+01:00
frequentation-gares,9938b7bf106c9bde56828f61ea8b6ce1ba4a6664,320339,305114,322741,b,220175,332227,304322,340862,358802,342017,87755223,83150,231764,324916,289858,315616,306604,Bandol,2022-11-18T15:48:22.919+01:00
frequentation-gares,bcb8604d740d40c5017f5a9e44c5248c29c74530,64538,77197,73499,c,50479,71187,64538,80181,80181,74781,87784298,66650,50479,74781,77197,71187,73499,Banyuls-sur-Mer,2022-11-18T15:48:22.919+01:00
frequentation-gares,35d90a61cd638983f81615563d1f1c51cd73cd74,82163,72874,98801,c,55120,91221,82163,65736,65736,102476,87726778,43120,55120,102476,72874,91221,98801,Bas - Monistrol-sur-Loire,2022-11-18T15:48:22.919+01:00
frequentation-gares,04957e69668d95263a6aa51fa3531fdef7ba8a6f,5387,6392,6166,c,3614,5992,5387,6267,6267,6821,87184200,90350,3614,6821,6392,5992,6166,Bas Évette,2022-11-18T15:48:22.919+01:00
frequentation-gares,d2b66cdbd9e58078b9715478fe30870757dd745f,12216,18989,8915,c,11761,9851,12216,11675,11675,15922,87481770,44740,11761,15922,18989,9851,8915,Batz-sur-Mer,2022-11-18T15:48:22.919+01:00
frequentation-gares,86790ed5886fee5aa4e17d885a3ae4ff584cca9e,219799,101838,216372,b,106504,217562,175839,180078,225098,232472,87345280,59221,133130,185978,81470,174049,173097,Bauvin - Provin,2022-11-18T15:48:22.919+01:00
frequentation-gares,948a79fa479058973d197647219248f8d2808454,515547,395120,585052,b,312198,557947,489769,547532,576350,602873,87444067,14400,328630,572729,375364,530050,555799,Bayeux,2022-11-18T15:48:22.919+01:00
frequentation-gares,d54a1fcd13b73896c83306a712b8e531362c7933,163956,159316,182594,b,106890,175642,131165,140910,176138,174983,87141218,54290,133612,139986,127453,140514,146075,Bayon,2022-11-18T15:48:22.919+01:00
frequentation-gares,f109f0f0e87204d318210155a69c543cfbcf5295,206456,267616,216728,b,173338,224561,165165,186025,232532,217529,87171462,51110,216673,174023,214092,179649,173383,Bazancourt,2022-11-18T15:48:22.919+01:00
frequentation-gares,9eaabc7ef887e89cd448c81a5ea501f13ef6b23e,627124,496104,565969,b,329716,576607,501699,541376,676721,725090,87756379,6310,412145,580072,396883,461285,452775,Beaulieu-sur-Mer,2022-11-18T15:48:22.919+01:00
frequentation-gares,9455d2bbb698d8165137f5412c65c77448ddbed6,958452,834917,1068638,b,656096,992018,843437,945053,1073924,1026031,87713545,21200,745563,902907,734727,872976,940402,Beaune,2022-11-18T15:48:22.919+01:00
frequentation-gares,8f8650059323f2ef8b5a9a537063538da704903d,1546286,1478235,1603300,b,988279,1642329,1298880,1402417,1669545,1580472,87313510,60000,1176522,1327596,1241717,1379556,1346772,Beauvais,2022-11-18T15:48:22.919+01:00
frequentation-gares,84c661729682aa76c26954fe76965e39ba243417,299,12738,552,c,4826,800,299,585,585,916,87775809,30640,4826,916,12738,800,552,Beauvoisin,2022-11-18T15:48:22.919+01:00
frequentation-gares,8c6768e84526eec85e217b515fa4a3832dd8cd27,1354677,1322317,1669418,b,775242,1598883,1151476,1352028,1590621,1536074,87745000,1200,912049,1305663,1123969,1359050,1419005,Bellegarde-sur-Valserine,2022-11-18T15:48:22.919+01:00
frequentation-gares,e6ec08061ccffed73df4d2ad57d5106a84c78f5c,876535,772213,884345,b,609269,857337,850238,868192,895044,985368,87721357,69220,628112,955807,749047,831617,857814,Belleville sur Sâone,2022-11-18T15:48:22.919+01:00
frequentation-gares,f12c80f8bcecc695e9924485ffb76d2549471581,290,253,201,c,311,549,290,609,609,264,87783670,48170,311,264,253,549,201,Belvezet,2022-11-18T15:48:22.919+01:00
frequentation-gares,9beaed9a35113aa2046db3d5e425fb363fd20fdc,502472,451551,544110,b,336799,523090,447200,484156,543996,536302,87444299,27300,378426,477308,401880,465550,484258,Bernay,2022-11-18T15:48:22.919+01:00
frequentation-gares,3a882b32444a430fb23a7a1807837e667fc134b2,7001,2338,6637,c,4525,5869,7001,5685,5685,8199,87345553,59980,4525,8199,2338,5869,6637,Bertry,2022-11-18T15:48:22.919+01:00
frequentation-gares,8a9fb304edb604c09bb451f5c20a0685c2e520c9,57640,60428,59721,c,48846,54956,57640,60526,60526,69479,87471045,35830,48846,69479,60428,54956,59721,Betton,2022-11-18T15:48:22.919+01:00
frequentation-gares,ff36b3b3f4f044e388e1e8f1a6ddef7c12f58f68,1776,1588,3170,c,913,2329,1776,2968,2968,2320,87343160,59192,913,2320,1588,2329,3170,Beuvrages,2022-11-18T15:48:22.919+01:00
frequentation-gares,f504df936951d3fcbc408aa094d93ef16502a36f,188216,151643,169429,b,86727,177372,188216,184586,184586,192598,87393363,78650,86727,192598,151643,177372,169429,Beynes,2022-11-18T15:48:22.919+01:00
frequentation-gares,79b36543aed5d074386cf45aaed944ec5371783d,4020,3220,0,c,2525,3829,4020,5771,5771,7401,87691949,64400,2525,7401,3220,3829,0,Bidos,2022-11-18T15:48:22.919+01:00
frequentation-gares,0f8a9b87896653d55fd30811c63f0a4a340dd4ca,1061,112,2098,c,79,1920,1061,1996,1996,358,87576306,18190,79,358,112,1920,2098,Bigny,2022-11-18T15:48:22.919+01:00
frequentation-gares,c593047dd359144d72235888f931f81dda4b524a,46267,41226,43357,c,32597,47310,46267,45637,45637,52507,87212308,67800,32597,52507,41226,47310,43357,Bischheim,2022-11-18T15:48:22.919+01:00
frequentation-gares,7a7528965076cc886bc6b19ebf389e3c68d43d3d,1208919,927606,1287788,b,553575,1268641,1208919,1249808,1249808,1169555,87682203,77590,553575,1169555,927606,1268641,1287788,Bois-le-Roi,2022-11-18T15:48:22.919+01:00
frequentation-gares,bfb4cf64712ab0deae845ea04bcaa5ff2b6b7e50,12799616,4210342,12955985,b,7412905,13017323,12799616,13024968,13024968,12574385,87113407,93140,7412905,12574385,4210342,13017323,12955985,Bondy,2022-11-18T15:48:22.919+01:00
frequentation-gares,ce215b9ae73c6b2e0374c5eab041ec26036fc448,287469,309320,245051,b,195951,248596,229975,236990,296238,306078,87746339,74130,244939,244862,247456,198876,196041,Bonneville,2022-11-18T15:48:22.919+01:00
frequentation-gares,90a964388f495c149b14588d379347328bbd6726,6178,9594,9671,c,5494,7378,6178,7084,7084,8135,87491019,17430,5494,8135,9594,7378,9671,Bords,2022-11-18T15:48:22.919+01:00
frequentation-gares,4943a8712025d4041e1e6d19f62c335a3a87d97c,869907,703957,811830,b,436970,851846,869907,869754,869754,876847,87382440,78170,436970,876847,703957,851846,811830,Bougival,2022-11-18T15:48:22.919+01:00
frequentation-gares,db4f195fec9784c696c7ba96973f284eef364b3c,0,4401,0,,53,0,0,0,0,0,87725473,24750,53,0,4401,0,0,Boulazac,2022-11-18T15:48:22.919+01:00
frequentation-gares,8596b6eba90c61dcfe08adf3f021556642fed5ab,14560,16403,11131,c,11428,14164,14560,15541,15541,18222,87481242,44580,11428,18222,16403,14164,11131,Bourgneuf-en-Retz,2022-11-18T15:48:22.919+01:00
frequentation-gares,f2c2dc0ef11f05a8e105786e8bcc6a4451b9ff38,0,0,385,c,0,469,0,82,82,0,87393603,27580,0,0,0,469,385,Bourth,2022-11-18T15:48:22.919+01:00
frequentation-gares,0a506d98942c6fd74caee3a6d11c6d48d8b4b053,14045,21080,17921,c,11096,16363,14045,18605,18605,13195,87481176,44190,11096,13195,21080,16363,17921,Boussay - La Bruffière,2022-11-18T15:48:22.919+01:00
frequentation-gares,8aa559ea2e7b43f03da477f14ba7ab20b7656c9a,23612,15501,30252,c,12232,27628,23612,28274,28274,19477,87193177,57320,12232,19477,15501,27628,30252,Bouzonville,2022-11-18T15:48:22.919+01:00
frequentation-gares,113b56c0bafbf589f736472cad48024c526cd5ce,11921,20030,31040,c,16541,22402,11921,13859,13859,25451,87726471,42130,16541,25451,20030,22402,31040,Boën-sur-Lignon,2022-11-18T15:48:22.919+01:00
frequentation-gares,5914a250bdf016284e5774eea01d85b5b00140fe,119212,107615,143126,b,75737,135624,95369,111519,139399,127959,87734244,63570,94671,102367,86092,108499,114501,Brassac-les-Mines - Sainte-Florine,2022-11-18T15:48:22.919+01:00
frequentation-gares,c11df228b415cca291d80e755c6c80f94b81dc81,238862,209987,332245,b,148043,299643,191089,227273,284092,218747,87611822,31490,185053,174997,167990,239714,265796,Brax - Léguevin,2022-11-18T15:48:22.919+01:00
frequentation-gares,9c99a9d4e5e36e798eec31ec7eff6bdb76727d83,23188,21044,28442,c,16133,25548,23188,26896,26896,23722,87487249,79300,16133,23722,21044,25548,28442,Bressuire,2022-11-18T15:48:22.919+01:00
frequentation-gares,8bbf58436e558b324319b222306f93ec1c5ff388,14024,12182,21919,c,9375,18328,14024,16366,16366,15092,87594762,46130,9375,15092,12182,18328,21919,Bretenoux - Biars,2022-11-18T15:48:22.919+01:00
frequentation-gares,32944eb4c4518a03675f160e1d772ddbb45075be,36295,35539,39090,c,30912,36570,36295,36651,36651,41007,87313247,60120,30912,41007,35539,36570,39090,Breteuil,2022-11-18T15:48:22.919+01:00
frequentation-gares,dd4557d0081a000c4b9e5e2464bddef386cfe9b9,20615,25848,26475,c,21239,24073,20615,20934,20934,22932,87394270,61110,21239,22932,25848,24073,26475,Bretoncelles,2022-11-18T15:48:22.919+01:00
frequentation-gares,b5f7207881be22415e03d971bc90b72b01eb8826,19515,23882,19555,c,21779,20034,19515,22059,22059,26421,87444042,14740,21779,26421,23882,20034,19555,Bretteville - Norrey,2022-11-18T15:48:22.919+01:00
frequentation-gares,28101e4ac49c8fdd2451233147622861f9ec62e6,65,120,72,c,64,163,65,251,251,98,87592063,87400,64,98,120,163,72,Brignac,2022-11-18T15:48:22.919+01:00
frequentation-gares,4a0af7fff59d8ea76214f33cea69004b158c3bff,31064,39722,21995,c,28626,20214,31064,24009,24009,36462,87473074,22250,28626,36462,39722,20214,21995,Broons,2022-11-18T15:48:22.919+01:00
frequentation-gares,9e85d42fdb2a51ff7f21058e585a7c4f2f864282,3269,1600,4370,c,1376,3496,3269,3335,3335,3148,87345439,59151,1376,3148,1600,3496,4370,Brunémont,2022-11-18T15:48:22.919+01:00
frequentation-gares,4867c0d5144e0edfb5cd8eca5b85a43fac20cfdd,122599,110345,102976,c,52202,108183,122599,111374,111374,112059,87276451,95820,52202,112059,110345,108183,102976,Bruyères-sur-Oise,2022-11-18T15:48:22.919+01:00
frequentation-gares,bc2d0223e36e33347cf1e42c4e41c102f76ab1e7,2925,3841,2903,c,5021,2270,2925,1748,1748,4787,87473827,22140,5021,4787,3841,2270,2903,Brélidy - Plouëc,2022-11-18T15:48:22.919+01:00
frequentation-gares,376ed1b056ec0deddcca81349fa1ea4c2fc8f932,6622680,5104301,6360502,b,3240166,6515476,6622680,6638324,6638324,6654818,87545194,91220,3240166,6654818,5104301,6515476,6360502,Brétigny-sur-Orge,2022-11-18T15:48:22.919+01:00
frequentation-gares,2680c1016cc494df33471ce7a205ff066ad954a7,64001,42004,74127,c,34449,70957,64001,68182,68182,60666,87681510,91720,34449,60666,42004,70957,74127,Buno - Gironville,2022-11-18T15:48:22.919+01:00
frequentation-gares,62c7bc90242de07496f705db1d07ad69ed20c633,764,1187,1417,c,628,1022,764,1223,1223,551,87597708,23150,628,551,1187,1022,1417,Busseau sur Creuse,2022-11-18T15:48:22.919+01:00
frequentation-gares,e5fc4c938a2467851b7779c8ff6826ee2ce3b03e,15815,16465,19921,c,12295,21535,15815,19077,19077,17746,87592741,87230,12295,17746,16465,21535,19921,Bussière-Galant,2022-11-18T15:48:22.919+01:00
frequentation-gares,bbfdaa49a10b0189e103c649c49482bf60c9f113,27100,33584,22853,c,24877,18524,27100,24941,24941,34296,87581801,33130,24877,34296,33584,18524,22853,Bègles,2022-11-18T15:48:22.919+01:00
frequentation-gares,35208768efe333dfbefd87a6a726b965a0be1cbd,10508412,8732029,11668320,b,4409499,11036425,10508412,10854104,10854104,10269355,87382002,92400,4409499,10269355,8732029,11036425,11668320,Bécon les Bruyères,2022-11-18T15:48:22.919+01:00
frequentation-gares,cfa16bb5c4d308dfb4f0d095761f6415a387286a,9254,16852,7184,c,11675,8446,9254,8096,8096,13991,87673285,40230,11675,13991,16852,8446,7184,Bénesse-Maremne,2022-11-18T15:48:22.919+01:00
frequentation-gares,f652d2e33a747b9022c49f2e5252d242b6b64b9a,9158,8422,7232,c,7919,7830,9158,8829,8829,11223,87192302,57670,7919,11223,8422,7830,7232,Bénestroff,2022-11-18T15:48:22.919+01:00
frequentation-gares,077aebc0914d3eb73329e63df28e1489511d9968,41353,34033,41806,c,22884,38884,41353,42938,42938,43876,87582684,33140,22884,43876,34033,38884,41806,Cadaujac,2022-11-18T15:48:22.919+01:00
frequentation-gares,80072090679b345ed4fbe02a85863b25e4ab9438,2945,1110,6298,c,1764,5727,2945,3274,3274,3196,87317321,62132,1764,3196,1110,5727,6298,Caffiers,2022-11-18T15:48:22.919+01:00
frequentation-gares,31388a862fd5fb5b4d56bcbf43f6d4b910dcf3b0,893042,621322,873346,a,415684,882914,714434,747269,934087,967139,87281071,62185,519605,773711,497057,706331,698676,Calais - Fréthun,2022-11-18T15:48:22.919+01:00
frequentation-gares,cef6ee50fa41b62f1138d948f70594bdd315f73b,272091,168811,239710,b,104403,244093,217673,349434,436793,265590,87757617,6150,130504,212472,135049,195274,191768,Cannes La Bocca,2022-11-18T15:48:22.919+01:00
frequentation-gares,52bbad6320f688d96569f7071cc71964a0bf0803,3673,4907,8146,c,3388,7984,3673,6742,6742,3638,87671156,65130,3388,3638,4907,7984,8146,Capvern,2022-11-18T15:48:22.919+01:00
frequentation-gares,aa5d4ae07e15f879ad7d9650b5c211d2bf6da2a1,44750,43661,65011,c,29538,60746,44750,59810,59810,34270,87473504,29270,29538,34270,43661,60746,65011,Carhaix-Plouguer,2022-11-18T15:48:22.919+01:00
frequentation-gares,5a10f4c8abbe3172d6e712714a5cfd4ae04e8c21,3410,4297,2918,c,2633,3558,3410,3273,3273,2557,87473561,22160,2633,2557,4297,3558,2918,Carnoët - Locarn,2022-11-18T15:48:22.919+01:00
